player_name,Nationality,Preferred Foot,Date of Birth,appearances_,sub_appearances,XA,pass_attempts,pass_accuracy,long_pass_attempts,long_pass_accuracy,Minutes Played,Duels Won,Total Tackles,Interceptions,Blocks,Red Cards,Yellow Cards,XG,Touches in the Opposition Box,Aerial Duels Won,Assists,Shots On Target Inside the Box,cross_attempts,cross_accuracy,dribble_attempts,dribble_accuracy,Fouls,Goals,Hit Woodwork,Offsides,Shots On Target Outside the Box,Corners Taken,Appearances,free_kick_attempts,free_kicks_scored,Passes,Own Goals,Penalties Taken,Goals Conceded,Clean Sheets,Saves Made,Penalties Faced,penalty_attempts,penalties_scored,penalties_saved,penalty_save_precentage,player_image_url,player_country,player_club,player_position,player_stats_url,Age
Andrew Moran,Ireland,Right,2003-10-15,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://resources.premierleague.com/premierleague25/photos/players/110x140/513834.png,Ireland,Brighton and Hove Albion,Midfielder,https://www.premierleague.com/en/players/513834/andrew-moran/stats,21
Savinho,Brazil,Left,2004-04-10,29,8,6.1,763,87,29,69,1770,104,23,6,2,0,3,5.01,157,1,8,23,70,23,92,57,17,1,1,3,15,18,0,1,1,0,0,0,0,0,0,0,0,0,0,0,https://resources.premierleague.com/premierleague25/photos/players/110x140/510281.png,Brazil,Manchester City,Forward,https://www.premierleague.com/en/players/510281/savinho/stats,21
Álex Moreno,Spain,Left,1993-06-08,15,4,0.0,320,78,22,27,959,42,25,15,5,0,2,0.0,8,3,1,0,18,22,16,50,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://resources.premierleague.com/premierleague25/photos/players/110x140/106468.png,Spain,Nottingham Forest,Defender,https://www.premierleague.com/en/players/106468/alex-moreno/stats,32
Iwan Morgan,Wales,Right,2006-01-29,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://resources.premierleague.com/premierleague25/photos/players/110x140/placeholder.png,Wales,Brentford,Forward,https://www.premierleague.com/en/players/533710/iwan-morgan/stats,19
Kieran Morrison,Northern Ireland,Left,2006-11-09,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://resources.premierleague.com/premierleague25/photos/players/110x140/placeholder.png,Northern Ireland,Liverpool,Midfielder,https://www.premierleague.com/en/players/596042/kieran-morrison/stats,18
Tyler Morton,England,Right,2002-10-31,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://resources.premierleague.com/premierleague25/photos/players/110x140/440148.png,England,Liverpool,Midfielder,https://www.premierleague.com/en/players/440148/tyler-morton/stats,22
Yerson Mosquera,Colombia,Right,2001-05-02,0,0,0.03,237,86,29,41,442,29,11,10,10,0,2,0.35,9,11,0,0,2,50,0,0,6,0,1,1,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,https://resources.premierleague.com/premierleague25/photos/players/110x140/501837.png,Colombia,Wolverhampton Wanderers,Defender,https://www.premierleague.com/en/players/501837/yerson-mosquera/stats,24
Bernardo Silva,Portugal,Left,1994-08-10,33,4,4.54,1678,89,85,54,2667,121,56,23,7,0,7,3.9,148,5,4,17,51,20,54,52,27,4,0,3,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://resources.premierleague.com/premierleague25/photos/players/110x140/165809.png,Portugal,Manchester City,Midfielder,https://www.premierleague.com/en/players/165809/bernardo-silva/stats,31
Louie Moulden,England,Right,2002-01-06,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://resources.premierleague.com/premierleague25/photos/players/110x140/placeholder.png,England,Crystal Palace,Goalkeeper,https://www.premierleague.com/en/players/242510/louie-moulden/stats,23
Mason Mount,England,Right,1999-01-10,17,9,0.58,237,84,14,64,621,29,15,4,1,0,3,3.31,32,4,0,11,8,25,9,11,16,1,0,1,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://resources.premierleague.com/premierleague25/photos/players/110x140/184341.png,England,Manchester United,Midfielder,https://www.premierleague.com/en/players/184341/mason-mount/stats,26
Fabian Mrozek,Poland,Right,2003-09-28,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://resources.premierleague.com/premierleague25/photos/players/110x140/placeholder.png,Poland,Liverpool,Goalkeeper,https://www.premierleague.com/en/players/518199/fabian-mrozek/stats,21
Divin Mubama,England,Left,2004-10-25,1,1,0.0,3,67,0,0,27,0,0,0,0,0,0,0.04,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://resources.premierleague.com/premierleague25/photos/players/110x140/487837.png,England,Manchester City,Forward,https://www.premierleague.com/en/players/487837/divin-mubama/stats,20
Mykhailo Mudryk,Ukraine,Right,2001-01-05,7,6,0.49,35,77,0,0,145,9,2,0,1,0,0,0.25,8,2,0,0,7,14,8,38,2,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://resources.premierleague.com/premierleague25/photos/players/110x140/465920.png,Ukraine,Chelsea,Midfielder,https://www.premierleague.com/en/players/465920/mykhailo-mudryk/stats,24
Anthony Munda,England,Right,2006-09-08,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://resources.premierleague.com/premierleague25/photos/players/110x140/placeholder.png,England,Newcastle United,Midfielder,https://www.premierleague.com/en/players/591191/anthony-munda/stats,18
Marshall Munetsi,Zimbabwe,Right,1996-06-22,14,2,1.13,201,74,0,0,1079,66,24,6,1,0,0,3.3,37,29,1,8,10,30,10,30,19,2,1,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://resources.premierleague.com/premierleague25/photos/players/110x140/placeholder.png,Zimbabwe,Wolverhampton Wanderers,Midfielder,https://www.premierleague.com/en/players/433312/marshall-munetsi/stats,29
Rodrigo Muniz,Brazil,Right,2001-05-04,31,23,0.22,140,66,10,80,951,114,10,5,2,0,1,5.81,58,67,1,14,0,0,15,40,11,8,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://resources.premierleague.com/premierleague25/photos/players/110x140/244042.png,Brazil,Fulham,Forward,https://www.premierleague.com/en/players/244042/rodrigo-muniz/stats,24
Finley Munroe,England,Right,2005-02-08,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://resources.premierleague.com/premierleague25/photos/players/110x140/placeholder.png,England,Aston Villa,Defender,https://www.premierleague.com/en/players/521966/finley-munroe/stats,20
Neto,Brazil,Right,1989-07-19,0,0,0.0,54,61,32,34,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,0,11,0,0,0,0,0,https://resources.premierleague.com/premierleague25/photos/players/110x140/69752.png,Brazil,Arsenal,Goalkeeper,https://www.premierleague.com/en/players/69752/neto/stats,36
William Murdock,Northern Ireland,Both,2007-05-26,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://resources.premierleague.com/premierleague25/photos/players/110x140/placeholder.png,Northern Ireland,Manchester United,Goalkeeper,https://www.premierleague.com/en/players/576619/william-murdock/stats,18
Arijanet Muric,Kosovo,Right,1998-11-07,0,0,0.0,534,68,254,37,0,0,0,0,0,0,1,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,33,1,69,3,0,0,0,0,https://resources.premierleague.com/premierleague25/photos/players/110x140/232917.png,Kosovo,Ipswich Town,Goalkeeper,https://www.premierleague.com/en/players/232917/arijanet-muric/stats,26
Jacob Murphy,England,Right,1995-02-24,35,4,6.15,844,75,58,41,2379,83,28,13,0,0,4,5.72,100,5,12,11,119,18,66,53,11,8,3,3,8,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://resources.premierleague.com/premierleague25/photos/players/110x140/114243.png,England,Newcastle United,Midfielder,https://www.premierleague.com/en/players/114243/jacob-murphy/stats,30
Alex Murphy,Ireland,Left,2004-06-25,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://resources.premierleague.com/premierleague25/photos/players/110x140/545477.png,Ireland,Newcastle United,Defender,https://www.premierleague.com/en/players/545477/alex-murphy/stats,21
Sam Murray,England,Left,2004-09-25,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://resources.premierleague.com/premierleague25/photos/players/110x140/placeholder.png,England,Manchester United,Defender,https://www.premierleague.com/en/players/496184/sam-murray/stats,20
Harrison Murray-Campbell,England,Right,2006-08-04,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://resources.premierleague.com/premierleague25/photos/players/110x140/placeholder.png,England,Chelsea,Defender,https://www.premierleague.com/en/players/551986/harrison-murray-campbell/stats,19
Mateusz Musialowski,Poland,Right,2003-10-16,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://resources.premierleague.com/premierleague25/photos/players/110x140/placeholder.png,Poland,Liverpool,Forward,https://www.premierleague.com/en/players/492487/mateusz-musialowski/stats,21
Hindolo Mustapha,Sierra Leone,Right,2006-07-29,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://resources.premierleague.com/premierleague25/photos/players/110x140/placeholder.png,Sierra Leone,Crystal Palace,Midfielder,https://www.premierleague.com/en/players/590013/hindolo-mustapha/stats,19
Daniel Muñoz,Colombia,Right,1996-05-26,0,0,3.57,1137,75,76,37,3233,221,123,44,6,0,10,4.93,112,58,5,18,74,26,54,39,56,4,1,15,0,2,37,0,0,0,0,0,0,0,0,0,0,0,0,0,https://resources.premierleague.com/premierleague25/photos/players/110x140/247348.png,Colombia,Crystal Palace,Defender,https://www.premierleague.com/en/players/247348/daniel-munoz/stats,29
Vitalii Mykolenko,Ukraine,Left,1999-05-29,0,0,2.21,972,79,118,42,3084,152,63,44,10,0,4,0.49,33,49,2,0,97,29,17,47,22,1,0,3,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,https://resources.premierleague.com/premierleague25/photos/players/110x140/224967.png,Ukraine,Everton,Defender,https://www.premierleague.com/en/players/224967/vitalii-mykolenko/stats,26
Amara Nallo,England,Both,2006-11-18,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://resources.premierleague.com/premierleague25/photos/players/110x140/placeholder.png,England,Liverpool,Defender,https://www.premierleague.com/en/players/611926/amara-nallo/stats,18
Igor Thiago,Brazil,Right,2001-06-26,8,7,0.04,54,74,3,67,168,18,5,2,0,0,0,0.13,4,7,0,0,0,0,5,60,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://resources.premierleague.com/premierleague25/photos/players/110x140/502500.png,Brazil,Brentford,Forward,https://www.premierleague.com/en/players/502500/igor-thiago/stats,24
Andrey Santos,Brazil,Right,2004-05-03,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://resources.premierleague.com/premierleague25/photos/players/110x140/532605.png,Brazil,Chelsea,Midfielder,https://www.premierleague.com/en/players/532605/andrey-santos/stats,21
Corrie Ndaba,England,Right,1999-12-25,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://resources.premierleague.com/premierleague25/photos/players/110x140/placeholder.png,Ireland,Ipswich Town,Defender,https://www.premierleague.com/en/players/246265/corrie-ndaba/stats,25
Joel Ndala,England,Right,2006-05-31,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://resources.premierleague.com/premierleague25/photos/players/110x140/placeholder.png,England,Nottingham Forest,Forward,https://www.premierleague.com/en/players/516243/joel-ndala/stats,19
Iliman Ndiaye,Senegal,Right,2000-03-06,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://resources.premierleague.com/premierleague25/photos/players/110x140/440993.png,Senegal,Everton,Forward,https://www.premierleague.com/en/players/440993/iliman-ndiaye/stats,25
Wilfred Ndidi,Nigeria,Right,1996-12-16,0,0,1.51,1003,82,63,38,2336,177,85,31,19,0,8,2.01,60,61,5,9,30,17,31,42,39,0,1,3,0,0,28,0,0,0,1,0,0,0,0,0,0,0,0,0,https://resources.premierleague.com/premierleague25/photos/players/110x140/203341.png,Nigeria,Leicester City,Midfielder,https://www.premierleague.com/en/players/203341/wilfred-ndidi/stats,28
Michael Ndiweni,England,Right,2003-12-02,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://resources.premierleague.com/premierleague25/photos/players/110x140/placeholder.png,England,Newcastle United,Forward,https://www.premierleague.com/en/players/490150/michael-ndiweni/stats,21
Tanguy Ndombélé,France,Right,1996-12-28,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://resources.premierleague.com/premierleague25/photos/players/110x140/231372.png,France,Tottenham Hotspur,Midfielder,https://www.premierleague.com/en/players/231372/tanguy-ndombele/stats,28
Sean Neave,England,Right,2007-05-27,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://resources.premierleague.com/premierleague25/photos/players/110x140/placeholder.png,England,Newcastle United,Forward,https://www.premierleague.com/en/players/599303/sean-neave/stats,18
Kosta Nedeljkovic,Serbia,Right,2005-12-16,5,5,0.02,41,90,2,50,121,9,7,0,0,0,0,0.0,0,0,0,0,0,0,2,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://resources.premierleague.com/premierleague25/photos/players/110x140/578545.png,Serbia,Aston Villa,Defender,https://www.premierleague.com/en/players/578545/kosta-nedeljkovic/stats,19
Reiss Nelson,England,Right,1999-12-10,12,7,0.97,243,91,6,33,488,32,9,5,0,0,1,1.1,36,0,1,8,19,32,26,50,7,1,0,1,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://resources.premierleague.com/premierleague25/photos/players/110x140/200641.png,England,Fulham,Forward,https://www.premierleague.com/en/players/200641/reiss-nelson/stats,25
Ben Nelson,England,Right,2004-03-18,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://resources.premierleague.com/premierleague25/photos/players/110x140/501770.png,England,Leicester City,Defender,https://www.premierleague.com/en/players/501770/ben-nelson/stats,21
João Virgínia,Portugal,Left,1999-10-10,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://resources.premierleague.com/premierleague25/photos/players/110x140/222627.png,Portugal,Everton,Goalkeeper,https://www.premierleague.com/en/players/222627/joao-virginia/stats,25
Rio Ngumoha,England,Right,2008-08-29,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://resources.premierleague.com/premierleague25/photos/players/110x140/placeholder.png,England,Liverpool,Forward,https://www.premierleague.com/en/players/611922/rio-ngumoha/stats,17
Moussa Niakhaté,Senegal,Left,1996-03-08,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://resources.premierleague.com/premierleague25/photos/players/110x140/199170.png,Senegal,Nottingham Forest,Defender,https://www.premierleague.com/en/players/199170/moussa-niakhate/stats,29
Josh Nichols,England,Right,2006-07-26,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://resources.premierleague.com/premierleague25/photos/players/110x140/placeholder.png,England,Arsenal,Defender,https://www.premierleague.com/en/players/499167/josh-nichols/stats,19
Eddie Nketiah,England,Right,1999-05-30,29,20,0.87,235,76,14,64,1026,76,15,3,1,1,4,5.74,70,21,1,20,0,0,27,41,31,3,1,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://resources.premierleague.com/premierleague25/photos/players/110x140/205533.png,England,Crystal Palace,Forward,https://www.premierleague.com/en/players/205533/eddie-nketiah/stats,26
Christopher Nkunku,France,Right,1997-11-14,27,18,1.0,330,91,0,0,911,49,12,7,2,0,2,4.83,58,16,2,13,0,0,24,42,16,3,0,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://resources.premierleague.com/premierleague25/photos/players/110x140/213198.png,France,Chelsea,Forward,https://www.premierleague.com/en/players/213198/christopher-nkunku/stats,27
James Norris,England,Right,2003-04-04,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://resources.premierleague.com/premierleague25/photos/players/110x140/432988.png,England,Liverpool,Defender,https://www.premierleague.com/en/players/432988/james-norris/stats,22
Aniek Nouwen,Netherlands,Right,1999-03-09,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://resources.premierleague.com/premierleague25/photos/players/110x140/placeholder.png,Netherlands,Crystal Palace,Defender,https://www.premierleague.com/en/players/186004/aniek-nouwen/stats,26
Matheus Nunes,Portugal,Right,1998-08-27,26,7,3.32,1079,89,45,60,1673,88,35,15,4,0,4,1.22,65,15,6,4,40,23,33,58,30,1,0,6,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://resources.premierleague.com/premierleague25/photos/players/110x140/465351.png,Portugal,Manchester City,Midfielder,https://www.premierleague.com/en/players/465351/matheus-nunes/stats,27
Gustavo Nunes,Brazil,Right,2005-11-20,3,3,0.0,0,0,0,0,11,3,3,0,0,0,0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,https://resources.premierleague.com/premierleague25/photos/players/110x140/placeholder.png,Brazil,Brentford,Forward,https://www.premierleague.com/en/players/626464/gustavo-nunes/stats,19
Ethan Nwaneri,England,Left,2007-03-21,26,15,1.79,364,89,12,75,889,57,11,2,2,0,1,1.18,50,4,2,10,35,23,56,66,9,4,3,6,7,27,0,1,1,0,0,0,0,0,0,0,0,0,0,0,https://resources.premierleague.com/premierleague25/photos/players/110x140/499175.png,England,Arsenal,Midfielder,https://www.premierleague.com/en/players/499175/ethan-nwaneri/stats,18
Lucas Nygaard,Denmark,Right,2006-06-26,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://resources.premierleague.com/premierleague25/photos/players/110x140/placeholder.png,Denmark,Arsenal,Goalkeeper,https://www.premierleague.com/en/players/615417/lucas-nygaard/stats,19
Treymaurice Nyoni,England,Right,2007-06-30,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://resources.premierleague.com/premierleague25/photos/players/110x140/placeholder.png,England,Liverpool,Midfielder,https://www.premierleague.com/en/players/591386/treymaurice-nyoni/stats,18
Christian Nørgaard,Denmark,Right,1994-03-10,0,0,1.37,1394,83,123,53,2829,163,79,49,20,1,8,4.36,58,52,4,13,17,29,12,58,44,5,1,1,10,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,https://resources.premierleague.com/premierleague25/photos/players/110x140/128295.png,Denmark,Brentford,Midfielder,https://www.premierleague.com/en/players/128295/christian-n-rgaard/stats,31
Darwin Núñez,Uruguay,Right,1999-06-24,30,22,0.52,224,71,14,71,1118,63,21,4,0,0,8,5.71,81,20,2,11,3,33,22,36,27,5,0,12,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://resources.premierleague.com/premierleague25/photos/players/110x140/447203.png,Uruguay,Liverpool,Forward,https://www.premierleague.com/en/players/447203/darwin-nunez/stats,26
Lewis O'Brien,England,Left,1998-10-14,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://resources.premierleague.com/premierleague25/photos/players/110x140/243345.png,England,Nottingham Forest,Midfielder,https://www.premierleague.com/en/players/243345/lewis-o-brien/stats,26
Jake O'Brien,Ireland,Right,2001-05-15,20,3,0.32,605,81,72,47,1569,76,26,4,4,0,5,0.78,23,42,0,0,18,33,9,44,13,2,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://resources.premierleague.com/premierleague25/photos/players/110x140/512462.png,Ireland,Everton,Defender,https://www.premierleague.com/en/players/512462/jake-o-brien/stats,24
Joseph O'Brien-Whitmarsh,Ireland,Right,2005-05-11,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://resources.premierleague.com/premierleague25/photos/players/110x140/placeholder.png,Ireland,Southampton,Midfielder,https://www.premierleague.com/en/players/545508/joseph-o-brien-whitmarsh/stats,20
Nico O'Reilly,England,Left,2005-03-21,9,3,0.68,308,88,7,29,527,28,9,4,1,0,0,1.29,20,6,0,2,8,13,15,60,6,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://resources.premierleague.com/premierleague25/photos/players/110x140/472769.png,England,Manchester City,Midfielder,https://www.premierleague.com/en/players/472769/nico-o-reilly/stats,20
Matt O'Riley,Denmark,Left,2000-11-21,21,10,1.97,360,83,24,50,937,42,16,13,3,0,1,2.82,49,6,2,7,14,21,12,67,16,2,1,2,5,36,0,2,2,0,1,0,0,0,0,0,1,1,0,0,https://resources.premierleague.com/premierleague25/photos/players/110x140/placeholder.png,Denmark,Brighton and Hove Albion,Midfielder,https://www.premierleague.com/en/players/219249/matt-o-riley/stats,24
Dara O'Shea,Ireland,Right,1999-03-04,0,0,0.69,1502,79,236,40,3123,190,49,33,50,0,6,1.27,51,117,2,11,8,13,2,50,21,0,0,3,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,https://resources.premierleague.com/premierleague25/photos/players/110x140/216616.png,Ireland,Ipswich Town,Defender,https://www.premierleague.com/en/players/216616/dara-o-shea/stats,26
Chido Obi,Denmark,Right,2007-11-29,7,6,0.03,24,83,0,0,160,6,2,0,0,0,1,0.66,10,2,0,4,0,0,3,33,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://resources.premierleague.com/premierleague25/photos/players/110x140/placeholder.png,Denmark,Manchester United,Forward,https://www.premierleague.com/en/players/596047/chido-obi/stats,17
Justin Oboavwoduo,England,Right,2006-08-23,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://resources.premierleague.com/premierleague25/photos/players/110x140/placeholder.png,England,Manchester City,Forward,https://www.premierleague.com/en/players/516244/justin-oboavwoduo/stats,19
Wilson Odobert,France,Right,2004-11-28,16,7,0.76,243,85,6,67,849,33,14,4,0,0,0,1.61,38,4,0,4,25,16,29,41,2,1,0,1,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://resources.premierleague.com/premierleague25/photos/players/110x140/550839.png,France,Tottenham Hotspur,Forward,https://www.premierleague.com/en/players/550839/wilson-odobert/stats,20
Odeluga Offiah,England,Right,2002-10-26,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://resources.premierleague.com/premierleague25/photos/players/110x140/445548.png,England,Brighton and Hove Albion,Defender,https://www.premierleague.com/en/players/445548/odeluga-offiah/stats,22
Chiedozie Ogbene,Ireland,Right,1997-05-01,5,2,0.05,39,79,0,0,240,16,7,1,0,0,0,0.0,5,1,0,0,4,25,4,25,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://resources.premierleague.com/premierleague25/photos/players/110x140/229164.png,Ireland,Ipswich Town,Forward,https://www.premierleague.com/en/players/229164/chiedozie-ogbene/stats,28
Angelo Ogbonna,Italy,Left,1988-05-23,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://resources.premierleague.com/premierleague25/photos/players/110x140/40669.png,Italy,West Ham United,Defender,https://www.premierleague.com/en/players/40669/angelo-ogbonna/stats,37
